"TRADE.NAME","OpenCat","street","lon","lat"
"Leopold's Kafe 
Konditorei/L2","2007 or earlier","3315 CADY'S ALLEY NW",-77.0665136,38.9048407
"Lincoln Park/Wine Bar","2014-15","106 13TH ST SE",-76.9880116,38.8894232
"Lindys Bon Appetit","2007 or earlier","2040 I ST NW",-77.0463989,38.900487
"Little Fountain Cafe/Angles","2007 or earlier","2339 18TH ST NW",-77.0416786,38.9206518
"Little Miss Whiskey's 
Golden Dollar","2008-9","1104 H ST NE",-76.9912058,38.9003921
"Local 16","2007 or earlier","1600 U ST NW",-77.0371,38.9167879
"Loeb's Restaurant","2007 or earlier","1712 I ST NW",-77.0401317,38.9010535
"Logan @ The Heights","2007 or earlier","3115 14TH ST NE",-76.986722,38.929284
"Lounge of Three","2008-9","1013 U ST NW",-77.0264556,38.9171841
"Lucky Bar","2007 or earlier","1221 CONNECTICUT AVE NW",-77.0412186,38.906598
"Luna Grill","2007 or earlier","1301 CONNECTICUT AVE NW",-77.0419317,38.9076329
"Lupo Verde","2014-15","1401 T ST NW",-77.0321969,38.9157099
"Lyman's","2014-15","3720 14TH ST NW",-77.0330879,38.9377821
"Macombo Lounge","2007 or earlier","5335 GEORGIA AVE NW",-77.0276932,38.9549536
"Macon‐DC","2014-15","5520 CONNECTICUT AVE NW",-77.0753954,38.9636726
"Mad Hatter","2007 or earlier","1321 CONNECTICUT AVE NW",-77.042007,38.9079937
"Madam's Organ","2007 or earlier","2461 18TH ST NW",-77.0421529,38.9220369
"Madrid Restaurant","2014-15","1714 CONNECTICUT AVE NW",-77.0458048,38.9130999
"Maggiano's","2007 or earlier","5333 WISCONSIN AVE NW",-77.0845819,38.9597598
"Magic Gourd Restaurant","2007 or earlier","528 23RD ST NW",-77.0510873,38.8967322
"Mama Ayesha's Calvert 
Restaurant","2007 or earlier","1967 CALVERT ST NW",-77.0467652,38.9234738
"Mandu","2007 or earlier","1805 18TH ST NW",-77.0414505,38.9143826
"Mandu","2010-11","453 K ST NW",-77.0178456,38.9025432
"Marcel's","2007 or earlier","2401 PENNSYLVANIA AVE NW UNIT B",-77.0519656,38.9034207
"Mari Vanna Restaurant","2012-13","1141 CONNECTICUT AVE NW",-77.0404672,38.9051894
"Marrakech Restaurant","2012-13","2147‐2149 P ST NW",-77.0482038,38.9098529
"Marx Cafe American Bar","2007 or earlier","3203 MT PLEASANT ST NW",-77.038107,38.9313919
"Masala Art","2008-9","4441 A WISCONSIN AVE NW",-77.07907,38.947654
"Mason Inn","2010-11","2408 WISCONSIN AVE NW",-77.0723413,38.9215685
"Masseria","2014-15","1340 4TH ST NE",-76.9992186,38.9097011
"Matchbox","2008-9","521 8TH ST SE",-76.9953375,38.8820956
"Matchbox","2012-13","1901 14TH ST NW",-77.0315452,38.9157563
"Mate","2007 or earlier","3101 K ST NW",-77.0614045,38.9029496
"Matisse Bar & Grill","2007 or earlier","4934 WISCONSIN AVE NW",-77.0828723,38.9543178
"Mccormick & Schmick 
Seafood Restaurant","2007 or earlier","1652 K ST NW",-77.0377907,38.9021943
"Meat and Foods","2014-15","247 FLORIDA AVE NW",-77.0155908,38.9138131
"Medaterra","2007 or earlier","2614 CONNECTICUT AVE NW",-77.0522641,38.9240954
"Medium Rare","2010-11","3500‐3502 CONNECTICUT AVE NW",-77.0586428,38.9357655
"Menomale, LLC","2012-13","2711 12TH ST NE",-76.9901519,38.92485
"Meze","2007 or earlier","2437 18TH ST NW",-77.0419546,38.921516
"MGM Roast Beef","2008-9","1905 BRENTWOOD RD NE",-76.994333,38.916028
"Micho's","2014-15","500 H ST NE",-76.9993167,38.9004035
"MINIBAR","2007 or earlier","855 E ST NW",-77.0236001,38.8963741
"Mintwood Place","2012-13","1811 A‐1813 COLUMBIA RD NW",-77.0433395,38.92204
"Mockingbird Hill","2007 or earlier","1843 7TH ST NW",-77.0216202,38.9152425
"Momiji","2008-9","503 H ST NW",-77.0190512,38.899834
"Morgan's Seafood Bar & 
Grill","2007 or earlier","3200 GEORGIA AVE NW",-77.0236359,38.9302042
"Morton's The 
Steakhouse/Bar 21","2007 or earlier","1050 CONNECTICUT AVE NW",-77.0407226,38.903451
"Morton's The Steakhouse/ 
Bar 21","2007 or earlier","3251 PROSPECT ST NW C‐4",-77.0640793,38.9061894
"Mourayo","2007 or earlier","1732 CONNECTICUT AVE NW",-77.0460913,38.9136454
"MPIRE Club","2014-15","1819 M ST NW",-77.0425716,38.9059105
"Mr Chen's","2007 or earlier","2604 CONNECTICUT AVE NW",-77.0520746,38.9238463
"Mr. Henry's","2007 or earlier","601 PENNSYLVANIA AVE SE",-76.9982665,38.8852078
"Mr. Smith's of Georgetown","2014-15","3205 K ST NW",-77.063129,38.902812
"My Canton Restaurant","2012-13","1772 COLUMBIA RD NW",-77.0411421,38.923418
"Nam‐viet Pho 79","2007 or earlier","3419 CONNECTICUT AVE NW",-77.0576746,38.9350234
"Nando's Peri Peri","2008-9","819 7TH ST NW 1",-77.0216064,38.9003963
"Nando's Peri Peri","2008-9","1210 18TH ST NW",-77.0419346,38.9061504
"Nando's Peri Peri","2014-15","4231 WISCONSIN AVE NW",-77.0772812,38.9441732
"Nanny O'Brien's Irish Pub","2007 or earlier","3319 CONNECTICUT AVE NW",-77.0572167,38.9341174
"Nati Hookah Bar","2010-11","2839 GEORGIA AVE NW",-77.0227341,38.927113
"New Big Wong","2007 or earlier","610 H ST NW",-77.0205899,38.8995317
"New District Kitchen","2012-13","2606 CONNECTICUT AVE NW",-77.0521155,38.923893
"New Heights","2007 or earlier","2317 CALVERT ST NW",-77.0522596,38.9237089
"Noble Lounge","2014-15","1915 9TH ST NW",-77.023733,38.9162177
"Nottie Bianche","2007 or earlier","824 NEW HAMPSHIRE AVE NW",-77.0528378,38.9002251
"Old Ebbitt Grill","2007 or earlier","675 15TH ST NW",-77.0332604,38.8980422
"Old Europe","2007 or earlier","2434 WISCONSIN AVE NW",-77.0725602,38.9219198
"Old Glory","2007 or earlier","3139 M ST NW",-77.0622101,38.9055131
"One Fish Two Fish","2007 or earlier","2423 PENNSYLVANIA AVE NW",-77.0521791,38.9036206
"Open City","2007 or earlier","2331 CALVERT ST NW",-77.0523596,38.9237149
"Otello","2007 or earlier","1329 CONNECTICUT AVE NW",-77.042125,38.9081343
"Panache","2007 or earlier","1725 DE SALES ST NW",-77.0417135,38.9046489
"Paolo's","2007 or earlier","1303 WISCONSIN AVE NW",-77.0629127,38.9069222
"Paper Moon","2007 or earlier","1069 31ST ST NW",-77.0611599,38.9045519
"Parthenon Restaurant & 
Chevy Chase Lounge","2007 or earlier","5510 CONNECTICUT AVE NW",-77.0751099,38.9634244
"Pearl Dive Oyster 
Palace/BlackJack","2010-11","1612 14TH ST NW",-77.0323242,38.9116311
"Penn Commons","2014-15","700 6TH ST NW",-77.020295,38.898992
"Penn Quarter Sports 
Tavern","2007 or earlier","639 INDIANA AVE NW",-77.0214979,38.894312
"Perry's Restaurant","2007 or earlier","1811 COLUMBIA RD NW",-77.043565,38.922119
"Pete's New Haven Style 
Apizza","2010-11","4940 WISCONSIN AVE NW",-77.082952,38.954482
"Petits Plats","2007 or earlier","2653 CONNECTICUT AVE NW",-77.0520569,38.9250922
"Pho Eurasian","2012-13","2153‐2155 P ST NW",-77.0483971,38.9097769
"Ping Pong","2008-9","900 7TH ST NW",-77.022557,38.9011488
"Pinstripes","2014-15","3222 M ST NW",-77.0639218,38.9047215
"Piola","2012-13","2208 14TH ST NW",-77.0323045,38.9195432
"Pizzeria Paradiso","2007 or earlier","3282 M ST NW",-77.0656137,38.9049413
"Player's Lounge","2007 or earlier","2737 M.L. KING JR. AVE SE",-76.9963484,38.8471763
"Po Boy Jim","2014-15","709 H ST NE",-76.9957172,38.8999722
"Post Pub","2007 or earlier","1422 L ST NW",-77.0339643,38.9035612
"Primi Piatti","2007 or earlier","2013 I ST NW",-77.0455445,38.9015982
"Proof","2007 or earlier","775 G ST NW",-77.022688,38.8986362
"Public Bar","2008-9","1214 18TH ST NW",-77.0419233,38.906271
"Pure Nightclub & Lounge","2008-9","1326 U ST NW",-77.0307164,38.9167784
"Radici","2014-15","301 7TH ST SE",-76.9963588,38.8858609
"Rajaji Curry House","2007 or earlier","2603 CONNECTICUT AVE NW",-77.0512384,38.9239459
"Rasika","2007 or earlier","633 D ST NW",-77.0213393,38.8950011
"Rasika West End","2012-13","1177 22ND ST NW",-77.048407,38.904727
"Raven Grill","2007 or earlier","3125 MT PLEASANT ST NW",-77.0372764,38.9294018
"Red Apron Butchery/ The 
Partisan","2014-15","709 D ST NW",-77.0224692,38.8949871
"RED HEN","2012-13","1822 1ST ST NW",-77.0124088,38.9150119
"Red Light","2014-15","1401 R ST NW 203",-77.0322335,38.9127883
"Red Lounge Hookah","2007 or earlier","2013 A 14TH ST NW",-77.031663,38.9174817
"Redrocks","2007 or earlier","1036 PARK RD NW",-77.0280133,38.9316823
"RedRocks","2012-13","1348 H ST NE",-76.98671,38.900447
"Rendezvous Lounge","2007 or earlier","2226 18TH ST NW",-77.0418406,38.919486
"Restaurant Judy","2007 or earlier","2212 14TH ST NW",-77.0322686,38.9196801
"Restaurant Nora","2007 or earlier","2130 FLORIDA AVE NW",-77.0473863,38.912862
"Rice Restaurant & Bar","2007 or earlier","1608 14TH ST NW",-77.0321847,38.9114906
"Ripple","2010-11","3415‐3417 CONNECTICUT AVE NW",-77.0576512,38.9349598
"RiRa Irish Pub","2014-15","3123‐3125 M ST NW",-77.0619134,38.9054656
"RIS","2008-9","2275 L ST NW",-77.0498639,38.9040305
"Ristorante La Perla","2007 or earlier","2600 PENNSYLVANIA AVE NW #0201",-77.0550706,38.9039888
"Ristorante Piccolo","2007 or earlier","1068 31ST ST NW",-77.061339,38.9046948
"Rocket Bar","2007 or earlier","714 7TH ST NW",-77.0222726,38.899006
"Rocklands Barbeque and 
Grilling Company","2007 or earlier","2416‐2418 WISCONSIN AVE NW",-77.0725742,38.921515
"Romain's Table/The Diner","2007 or earlier","2453 18TH ST NW",-77.0420518,38.9218485
"Romeo & Juliet","2014-15","301 MASSACHUSETTS AVE NE",-77.0020303,38.8945872
"Roofer's Union – Jug and 
Table","2014-15","2442‐2446 18TH ST NW",-77.0426679,38.9218521
"Rosa Mexicano","2007 or earlier","575 7TH ST NW 1",-77.0215894,38.8967283
"Rose's Luxury","2012-13","717 8TH ST SE",-76.9953266,38.880642
"Rosemary's Thyme Bistro","2007 or earlier","1801 18TH ST NW",-77.0414122,38.9143095
"Roses Dejavu","2012-13","1378 H ST NE",-76.9858118,38.9003642
"Royal Palace","2007 or earlier","1805 CONNECTICUT AVE NW",-77.0458135,38.9144094
"Royal Thai Cuisine & Bar","2008-9","507 H ST NW",-77.0192214,38.8999896
"Rumba Cafe","2007 or earlier","2443 18TH ST NW",-77.041943,38.9216688
"Russia House","2007 or earlier","1800 CONNECTICUT AVE NW",-77.0464988,38.9144138
"Rustik Tavern","2010-11","84 T ST NW",-77.0119133,38.91543
"Ruth's Chris Steak House","2007 or earlier","724 9TH ST NW",-77.0241895,38.8991979
"Sala Thai","2010-11","3716 GEORGIA AVE NW",-77.0246379,38.9366309
"Sala Thai (Minnesota Ave)","2014-15","4020 MINNESOTA AVE NE UNIT# 118",-76.9492363,38.8960734
"Sally's Middle Name","2014-15","1320 H ST NE",-76.9874622,38.9004365
"Salt & Pepper","2010-11","5125 MACARTHUR BLVD NW",-77.1016895,38.9256334
"SANKOFA CAFE","2007 or earlier","2714 GEORGIA AVE NW",-77.0230955,38.9255689
"Sanphan Thai Cuisine","2008-9","653 PENNSYLVANIA AVE SE",-76.9966719,38.884515
"Sei Restaurant & Lounge","2008-9","444 7TH ST NW",-77.0222643,38.8957068
"Selam Restaurant/Gold 
Room","2007 or earlier","1524‐1526 U ST NW",-77.0356616,38.9168084
"Senart's Oyster & Chop 
House","2010-11","520 8TH ST SE",-76.9946087,38.881969
"Sette","2007 or earlier","1666 CONNECTICUT AVE NW",-77.0454358,38.9122862
"Sette Osteria","2014-15","1634 14TH ST NW",-77.0322906,38.9124284
"Shadow Room","2008-9","2131 K ST NW",-77.047664,38.902928
"Shaws Tavern","2010-11","520 FLORIDA AVE NW",-77.0197208,38.9152178
"ShopHouse Southeast 
Asian Kitchen","2014-15","710 7TH ST NW",-77.0222743,38.8989558
"Shophouse Southeast Asian
Kitchen","2010-11","1516 CONNECTICUT AVE NW",-77.0443593,38.9107138
"Sichuan Pavilion","2007 or earlier","1814 K ST NW",-77.0425173,38.9022121
"Silo","2014-15","917‐919 5TH ST NW",-77.0185939,38.9019227
"Siroc","2008-9","915 15TH ST NW",-77.0332451,38.9018445
"Sixth and H Street Bar and 
Grill","2014-15","523 H ST NE",-76.9986249,38.8999778
"Sixth Engine","2012-13","438 MASSACHUSETTS AVE NW",-77.0172943,38.9002273
"Sizzling Express","2007 or earlier","600 PENNSYLVANIA AVE SE",-76.9976995,38.8856759
"Sizzling Express","2007 or earlier","538 23RD ST NW",-77.0510728,38.8964915
"SlipStream","2014-15","1333 14TH ST NW",-77.0316323,38.9083655
"Soho Tea & Coffee","2007 or earlier","2150 P ST NW",-77.0485638,38.9094846
"Sol Mexican Grill","2010-11","1251 H ST NE",-76.9886085,38.8999828
"Solly's U Street Tavern","2007 or earlier","1942 11TH ST NW",-77.0273164,38.9168523
"Soundcheck","2014-15","1420 K ST NW",-77.0327217,38.9021509
"Soussi","2007 or earlier","2228 18TH ST NW",-77.041843,38.9195325
"Southern Hospitality","2012-13","1813‐1815 ADAMS MILL RD NW",-77.0425559,38.9232564
"Spaghetti Garden Brass 
Monkey Peyote Roxanne","2007 or earlier","2317‐2319 18TH ST NW",-77.0415242,38.9202202
"Spices Restaurant","2007 or earlier","3333 CONNECTICUT AVE NW",-77.0574399,38.9345014
"Sprig & Sprout","2012-13","2317 WISCONSIN AVE NW",-77.071482,38.920809
"St. Arnold's on Jefferson","2010-11","1827 JEFFERSON PL NW 4",-77.0427702,38.9065963
"Stan's Restaurant","2007 or earlier","1029 VERMONT AVE NW",-77.0328117,38.9035355
"Sticky Rice","2008-9","1222‐1224 H ST NW",-77.0284424,38.8997999
"Stoney's","2007 or earlier","1433 P ST NW",-77.0332862,38.9098608
"Sur La Place","2008-9","5105 MACARTHUR BLVD NW",-77.1013874,38.9253671
"Surfside","2008-9","2444 WISCONSIN AVE NW",-77.0726922,38.92213
"SUSHI CAPITOL","2012-13","325 PENNSYLVANIA AVE SE",-77.0012597,38.8864097
"Sushi Go Round & Tapas","2007 or earlier","705 7TH ST NW",-77.0218971,38.8985165
"Sushi Sai","2012-13","4221 A CONNECTICUT AVE NW",-77.0629988,38.9437551
"Sushi Taro","2007 or earlier","1503 17TH ST NW",-77.0381859,38.9099747
"Taj of India","2007 or earlier","2807 M ST NW",-77.0573182,38.905261
"Takoma station Tavern","2007 or earlier","6914 4TH ST NW",-77.0183368,38.9741909
"TAKOREAN","2014-15","1212 FOURTH ST SE",-77.0000458,38.8754425
"Talay Thai Restaurant","2007 or earlier","406 1ST ST SE",-77.0056222,38.884753
"Tanad Thai Cuisine","2012-13","4912 WISCONSIN AVE NW",-77.0826694,38.9538851
"Taqueria Nacional","2012-13","1407‐1409 T ST NW",-77.0326221,38.9157646
"Tara Thai","2008-9","4849 MASSACHUSETTS AVE NW",-77.0957524,38.9459191
"Tartufo","2014-15","4910 WISCONSIN AVE NW",-77.0825406,38.9538619
"Teaism","2008-9","800 CONNECTICUT AVE NW UNIT B",-77.0384718,38.9005046
"Teak Wood Restaurant","2010-11","1323 14TH ST NW",-77.0315457,38.9080396
"Teasim","2007 or earlier","400 8TH ST NW",-77.0232794,38.8950239
"Ted's Bulletin","2010-11","505 8TH ST SE",-76.9953453,38.8824625
"Terasol","2010-11","5010 CONNECTICUT AVE NW",-77.070339,38.955074
"Texas de Brazil","2014-15","455 MASSACHUSETTS AVE NW",-77.0176051,38.9009959
"TG Cigars","2014-15","1118 9TH ST NW 00001",-77.0242266,38.9049437
"TGI Friday","2007 or earlier","2100 PENNSYLVANIA AVE NW",-77.047247,38.9011672
"Thai Chef","2007 or earlier","1712 CONNECTICUT AVE NW",-77.0457443,38.9130508
"The 201 Bar","2007 or earlier","201 D ST NE",-77.003498,38.8947691
"The Airedale","2014-15","3605 14TH ST NW",-77.0323873,38.9364186
"The Big Hunt","2007 or earlier","1345 CONNECTICUT AVE NW",-77.0423275,38.9084906
"The Bombay Club","2007 or earlier","815 CONNECTICUT AVE NW",-77.037923,38.9010212
"The Bullpen","2010-11","26 N ST SE",-77.00798,38.87489
"The Capitol Lounge","2007 or earlier","229 PENNSYLVANIA AVE SE",-77.003215,38.8874341
"The Caucus Room","2012-13","401 9TH ST NW",-77.0238011,38.8954779
"The Cheesecake Factory","2007 or earlier","5345 WISCONSIN AVE NW",-77.0847915,38.9604075
"The Coupe","2012-13","3415 11TH ST NW",-77.028126,38.9326323
"The Dabney","2014-15","1216 1226 9TH ST NW",-77.024557,38.906394
"The Dubliner","2007 or earlier","4 F ST NW",-77.009233,38.897298
"The Fireplace","2007 or earlier","2161 P ST NW",-77.048592,38.90983
"The Gibson","2008-9","2009 14TH ST NW",-77.0316505,38.9173702
"The Good Guys Restaurant","2007 or earlier","2311 WISCONSIN AVE NW",-77.0717092,38.9206059
"The Grill From Ipanema","2007 or earlier","1858 COLUMBIA RD NW",-77.043476,38.9209468
"The House","2007 or earlier","3530 GEORGIA AVE NW",-77.0242823,38.9339379
"The Improvisation","2007 or earlier","1140 CONNECTICUT AVE NW",-77.0412021,38.9049709
"The Matchbox","2007 or earlier","711‐713 H ST NW",-77.0224838,38.9000448
"The Meeting Place","2007 or earlier","1100 17TH ST NW",-77.0388036,38.9040418
"The Monocle","2007 or earlier","107 D ST NE",-77.0051708,38.8945799
"The Occidental","2007 or earlier","1475 PENNSYLVANIA AVE NW",-77.0331982,38.8964179
"The Oceanaire Seafood 
Room","2007 or earlier","1201 F ST NW",-77.0283288,38.8977141
"The Pig","2012-13","1320 14TH ST NW",-77.0323472,38.9079522
"The Pinch","2012-13","3548‐3550 14TH ST NW",-77.033147,38.935853
"THE PITCH","2014-15","4015 GEORGIA AVE NW",-77.0250374,38.9401292
"The Prime Rib","2007 or earlier","2020 K ST NW",-77.0460147,38.9021419
"The Pub and the People","2014-15","1648 NORTH CAPITOL ST NW",-77.009308,38.912363
"The Queen Vic","2010-11","1206 H ST NE",-76.9898522,38.9003881
"The Royal","2014-15","501 FLORIDA AVE NW",-77.018587,38.91503
"The Saloon","2007 or earlier","1205 U ST NW",-77.0284549,38.9171617
"The Sea Catch","2007 or earlier","1054 31ST ST NW",-77.0616532,38.9045219
"The Showtime","2012-13","113 RHODE ISLAND AVE NW",-77.012756,38.915808
"The Source by Wolfgang 
Puck","2007 or earlier","575 PENNSYLVANIA AVE NW",-77.01946,38.892703
"The Stanton","2014-15","319 PENNSYLVANIA AVE SE",-77.0013878,38.8864462
"The Star and The Shamrock","2010-11","1341 H ST NE",-76.986796,38.8999915
"The Washington Firehouse 
Restaurant","2014-15","1626 NORTH CAPITOL ST NW",-77.0094516,38.9120283
"The Washington Palm","2007 or earlier","1225 19TH ST NW",-77.043055,38.906651
"The Wonderland Ballroom","2007 or earlier","1101 KENYON ST NW",-77.0279377,38.9299362
"Thunder Burger & Bar","2010-11","3056 M ST NW",-77.0607248,38.9049932
"Thunder Grill","2007 or earlier","50 MASSACHUSETTS AVE NE",-77.0061578,38.8975799
"TICO","2014-15","1926 14TH ST NW",-77.0323591,38.9163157
"Tono‐sushi Restaurant","2007 or earlier","2605 CONNECTICUT AVE NW",-77.0512812,38.9240087
"Tony Cheng's Seafood 
Restaurant","2007 or earlier","619 H ST NW",-77.0208628,38.9001171
"Top Spanish Cafe & 
Catering","2010-11","3541 GEORGIA AVE NW",-77.0237034,38.9339658
"Tortilla Coast","2007 or earlier","400 1ST ST SE",-77.0055794,38.8849143
"Tortilla Coast","2010-11","1454‐1460 P ST NW",-77.0342002,38.9094541
"Tortino Restaurant","2010-11","1228 11TH ST NW",-77.0273091,38.9065813
"Tosca","2007 or earlier","555 12TH ST NW",-77.0275359,38.8967434
"Town Hall","2007 or earlier","2340‐2346 WISCONSIN AVE NW",-77.072359,38.921004
"Trattoria Alberto","2007 or earlier","504 8TH ST SE",-76.994697,38.882453
"Trattu","2007 or earlier","1823 JEFFERSON PL NW",-77.0426607,38.9066563
"TREE HOUSE LOUNGE","2012-13","1006 FLORIDA AVE NE",-76.992492,38.9040235
"Trio Rest & Fox & Hounds 
Lounge","2008-9","1537 17TH ST NW",-77.0382096,38.9108683
"Trusty's Bar","2007 or earlier","1420 PENNSYLVANIA AVE SE",-76.9843738,38.880183
"Tryst","2007 or earlier","2459 18TH ST NW",-77.0420827,38.9219709
"Tune Inn Restaurant","2007 or earlier","331 PENNSYLVANIA AVE SE",-77.0011664,38.8863798
"Tunnicliffs Tavern","2007 or earlier","222 7TH ST SE",-76.9958179,38.8866118
"Turntable Restaurant","2010-11","5802 GEORGIA AVE NW",-77.0283205,38.9602718
"Two Amys","2007 or earlier","3715 MACOMB ST NW",-77.073091,38.9336232
"Ultrabar/Chroma","2007 or earlier","911 F ST NW",-77.0247446,38.8975769
"Vegas Lounge","2007 or earlier","1415 P ST NW",-77.0325683,38.9098585
"Vendetta","2012-13","1210‐1212 H ST NE",-76.9897288,38.900389
"Wah Sing Restaurant","2007 or earlier","2521 PENNSYLVANIA AVE SE",-76.9702808,38.8732241
"Wapa Cafe","2012-13","6230 GEORGIA AVE NW",-77.0278744,38.9658832
"Watershed","2010-11","1225 1ST ST NE",-77.0055746,38.906153
"White Apron Specialty 
Sandwiches","2012-13","445 11TH ST NW",-77.0267859,38.8958764
"Wisdom","2008-9","1432 PENNSYLVANIA AVE SE",-76.9842275,38.8800813
"Wok and Roll","2007 or earlier","604 H ST NW",-77.0203799,38.899542
"Wok and Roll Restaurant","2010-11","1801 BELMONT RD NW #101",-77.0422383,38.9207152
"Yosaku Restaurant","2007 or earlier","4712 WISCONSIN AVE NW",-77.0813798,38.951483
"Young Chow Asian 
Restaurant","2007 or earlier","312 PENNSYLVANIA AVE SE",-77.0015086,38.8872038
"Zenebech Restaurant","2007 or earlier","608 T ST NW",-77.0205346,38.9153516
"Zengo","2007 or earlier","781 7TH ST NW",-77.0217666,38.8995296
"Zorba's Cafe","2007 or earlier","1612 20TH ST NW",-77.0451415,38.9116929
